onset	duration	trial_type	trial	intensity	latency	rt	pressed_first	agency
13.2317	0.2191	pretest	1	0.0	n/a	0.17459999999999937	1	1
22.6152	0.2358	pretest	2	0.0	n/a	0.1807899999999978	1	1
65.9158	0.2192	pretest	3	0.0	n/a	0.16540999999999026	1	1
72.3825	0.2025	pretest	4	0.0	n/a	0.16105000000000444	1	1
77.7993	0.2192	pretest	5	0.0	n/a	0.16681000000000115	1	1
83.7327	0.2192	pretest	6	0.0	n/a	0.16800000000000448	1	1
90.8328	0.2359	pretest	7	0.0	n/a	0.18603999999999782	1	1
98.4996	0.2359	pretest	8	0.0	n/a	0.181320000000003	1	1
105.7831	0.2025	pretest	9	0.0	n/a	0.1600399999999893	1	1
111.3998	0.2192	pretest	10	0.0	n/a	0.17397000000000779	1	1
118.3333	0.2024	pretest	11	0.0	n/a	0.15074000000000445	1	1
124.75	0.2025	pretest	12	0.0	n/a	0.14836999999999356	1	1
129.2668	0.2191	pretest	13	0.0	n/a	0.17443000000000447	1	1
135.7669	0.2191	pretest	14	0.0	n/a	0.16867000000000446	1	1
140.6503	0.2191	pretest	15	0.0	n/a	0.16409000000000448	1	1
148.6837	0.1858	pretest	16	0.0	n/a	0.14465000000000447	1	1
154.2005	0.2025	pretest	17	0.0	n/a	0.16244999999998602	1	1
163.2506	0.2025	pretest	18	0.0	n/a	0.1501900000000078	1	1
169.9007	0.2025	pretest	19	0.0	n/a	0.15436000000000777	1	1
176.5008	0.2191	pretest	20	0.0	n/a	0.17654000000000447	1	1
182.5343	0.2024	pretest	21	0.0	n/a	0.15754000000000445	1	1
189.4343	0.2025	pretest	22	0.0	n/a	0.15177999999997938	1	1
195.7178	0.2191	pretest	23	0.0	n/a	0.17067999999997605	1	1
202.8345	0.2025	pretest	24	0.0	n/a	0.15629000000000778	1	1
208.9847	0.2024	pretest	25	0.0	n/a	0.14848999999998744	1	1
215.1347	0.2025	pretest	26	0.0	n/a	0.15696999999997938	1	1
220.8015	0.2024	pretest	27	0.0	n/a	0.15265000000000448	1	1
227.8016	0.1858	pretest	28	0.0	n/a	0.1428399999999893	1	1
232.385	0.2358	pretest	29	0.0	n/a	0.18227000000000115	1	1
237.6017	0.2192	pretest	30	0.0	n/a	0.16434000000000448	1	1
262.7355	0.2024	stimulation	1	13.0	0.1181299999999869	0.16017000000000445	0	1
274.2356	0.2025	stimulation	2	13.0	0.13333000000003675	0.16116000000000447	0	1
285.6691	0.2192	stimulation	3	13.0	0.12442999999999708	0.16475999999998747	0	0
296.8693	0.2025	stimulation	4	13.0	0.13523000000001456	0.1615999999999727	0	0
306.7861	0.2025	stimulation	5	13.0	0.11033000000001218	0.1465400000000362	0	0
318.4196	0.2025	stimulation	6	13.0	0.12132999999997944	0.15798000000000445	0	0
328.5698	0.2024	stimulation	7	13.0	0.12413000000001555	0.14926000000002956	0	1
339.0699	0.2025	stimulation	8	13.0	0.1263299999999749	0.15849999999997938	0	0
349.1701	0.2025	stimulation	9	13.0	0.12823000000000956	0.15184000000000447	0	1
359.4536	0.1858	stimulation	10	13.0	0.13913000000000192	0.13775000000000445	1	1
368.4371	0.1857	stimulation	11	13.0	0.11433000000003128	0.1438800000000362	0	0
377.4372	0.2024	stimulation	12	13.0	0.11832999999999354	0.14968999999997937	0	0
389.2374	0.1857	stimulation	13	13.0	0.13982999999999673	0.13847000000000448	1	1
399.0042	0.1858	stimulation	14	13.0	0.12022999999997135	0.1292399999999476	0	0
414.0544	0.2025	stimulation	15	13.0	0.11422999999999954	0.1472600000000362	0	0
424.1879	0.2024	stimulation	16	13.0	0.11422999999999954	0.15514000000000444	0	1
432.6214	0.2024	stimulation	17	13.0	0.1333299999999799	0.13552000000000444	0	1
440.6715	0.1857	stimulation	18	13.0	0.12633000000003175	0.13142000000000445	0	1
447.8549	0.2024	stimulation	19	13.0	0.12113000000002964	0.14614000000000446	0	0
457.8384	0.2024	stimulation	20	13.0	0.1372300000000241	0.14419000000000445	0	0
467.5552	0.2358	stimulation	21	13.0	0.13952999999995835	0.18494999999998601	0	0
478.3054	0.2191	stimulation	22	13.0	0.13222999999997181	0.16807000000000447	0	0
490.7889	0.1858	stimulation	23	13.0	0.13832999999997536	0.14538999999997937	0	1
497.4057	0.2024	stimulation	24	13.0	0.10932999999997899	0.1509099999999476	0	1
505.3224	0.2192	stimulation	25	13.0	0.11943000000000163	0.16814999999997934	0	0
513.2059	0.2024	stimulation	26	13.0	0.12332999999993215	0.1547699999999225	0	0
518.6726	0.2192	stimulation	27	13.0	0.13132999999997036	0.1746400000000613	0	0
525.8061	0.2025	stimulation	28	13.0	0.13732999999994217	0.14338999999994761	0	1
531.9895	0.2025	stimulation	29	13.0	0.11742999999993524	0.15035999999998745	0	0
539.1896	0.2025	stimulation	30	13.0	0.13392999999999983	0.1325499999999476	1	1
545.273	0.2025	stimulation	31	13.0	0.12123000000000454	0.1595799999999476	0	0
553.1399	0.2024	stimulation	32	13.0	0.13122999999999546	0.14676999999997273	0	1
558.8233	0.2024	stimulation	33	13.0	0.11322999999996634	0.15785999999997274	0	0
565.5234	0.2191	stimulation	34	13.0	0.14812999999995963	0.1760399999999978	0	1
573.5235	0.1857	stimulation	35	13.0	0.1142299999999427	0.1419499999999727	0	0
582.3903	0.2191	stimulation	36	13.0	0.13722999999996727	0.16893999999997272	0	0
590.8571	0.2024	stimulation	37	13.0	0.14023000000001	0.1480400000000864	0	1
598.4572	0.2024	stimulation	38	13.0	0.1281300000000915	0.1620800000000864	0	0
605.4906	0.2358	stimulation	39	13.0	0.13723000000008095	0.18275999999997272	0	0
613.2407	0.2025	stimulation	40	13.0	0.1283300000000413	0.1588200000000613	0	0
619.9909	0.2024	stimulation	41	13.0	0.1285299999999911	0.15900999999998602	0	1
629.8577	0.2024	stimulation	42	13.0	0.13322999999994817	0.14559999999997272	0	1
639.7912	0.2024	stimulation	43	13.0	0.13923000000003366	0.1616999999999727	0	1
646.0913	0.2024	stimulation	44	13.0	0.13112999999990688	0.1479699999999727	0	1
653.408	0.2025	stimulation	45	13.0	0.1142299999999427	0.1574499999999476	0	0
