onset	duration	trial_type	trial	intensity	latency	rt	pressed_first	agency
12.1501	0.6693	pretest	1	0.0	n/a	0.6159999999999991	1	1
16.9335	0.4693	pretest	2	0.0	n/a	0.4235200000000028	1	1
21.7669	0.4193	pretest	3	0.0	n/a	0.37291000000000046	1	1
26.567	0.4526	pretest	4	0.0	n/a	0.40361000000000047	1	1
31.2004	0.3193	pretest	5	0.0	n/a	0.26506000000000046	1	1
35.3671	0.236	pretest	6	0.0	n/a	0.19339000000000023	1	1
39.8672	0.2693	pretest	7	0.0	n/a	0.21999000000000402	1	1
44.2173	0.3526	pretest	8	0.0	n/a	0.3009799999999969	1	1
49.2507	0.2526	pretest	9	0.0	n/a	0.2101999999999969	1	1
54.5007	0.386	pretest	10	0.0	n/a	0.3348700000000002	1	1
58.7175	0.3193	pretest	11	0.0	n/a	0.2769899999999969	1	1
64.6176	0.3193	pretest	12	0.0	n/a	0.2634400000000111	1	1
68.201	0.4192	pretest	13	0.0	n/a	0.37521000000001115	1	1
72.401	0.2193	pretest	14	0.0	n/a	0.1740999999999969	1	1
75.3344	0.2693	pretest	15	0.0	n/a	0.2159699999999969	1	1
79.6511	0.2193	pretest	16	0.0	n/a	0.1700399999999969	1	1
82.5845	0.286	pretest	17	0.0	n/a	0.24397999999999692	1	1
87.0346	0.2359	pretest	18	0.0	n/a	0.1929199999999969	1	1
92.1846	0.2193	pretest	19	0.0	n/a	0.1776300000000002	1	1
96.8014	0.2359	pretest	20	0.0	n/a	0.18351999999999688	1	1
101.3348	0.2693	pretest	21	0.0	n/a	0.2249799999999969	1	1
105.7515	0.2693	pretest	22	0.0	n/a	0.22315000000001112	1	1
109.3349	0.2693	pretest	23	0.0	n/a	0.2228599999999969	1	1
113.0183	0.3193	pretest	24	0.0	n/a	0.26647000000000776	1	1
116.7683	0.286	pretest	25	0.0	n/a	0.24353999999999693	1	1
121.7518	0.2692	pretest	26	0.0	n/a	0.21881999999999358	1	1
126.1352	0.2859	pretest	27	0.0	n/a	0.23428000000000776	1	1
130.3519	0.3693	pretest	28	0.0	n/a	0.32047999999999266	1	1
136.6686	0.236	pretest	29	0.0	n/a	0.19421000000000777	1	1
139.6187	0.2526	pretest	30	0.0	n/a	0.2034000000000111	1	1
158.3023	0.2693	stimulation	1	6.0	0.1775299999999977	0.21912000000001108	0	1
163.7024	0.2359	stimulation	2	6.0	0.141429999999993	0.19367999999998267	0	0
170.3192	0.2192	stimulation	3	6.0	0.13743000000000233	0.16723000000001112	0	1
176.4026	0.2692	stimulation	4	6.0	0.16042999999999846	0.22632999999997938	0	1
181.7693	0.3026	stimulation	5	6.0	0.1815300000000168	0.2501400000000111	0	0
187.9694	0.2193	stimulation	6	6.0	0.1175299999999954	0.1765199999999827	0	1
194.3862	0.2192	stimulation	7	6.0	0.14052999999999155	0.17407000000000777	0	1
201.2363	0.1859	stimulation	8	6.0	0.08543000000000982	0.1382700000000111	0	0
207.0697	0.2193	stimulation	9	6.0	0.16142999999997482	0.17541999999997937	0	1
212.5031	0.2526	stimulation	10	6.0	0.1956300000000017	0.1966800000000111	0	1
217.6865	0.236	stimulation	11	6.0	0.18133000000001015	0.17992999999999743	1	1
224.3866	0.2193	stimulation	12	6.0	0.12053000000000973	0.16623000000001112	0	0
228.8867	0.2026	stimulation	13	6.0	0.1104300000000155	0.1609100000000111	0	0
236.1701	0.2026	stimulation	14	6.0	0.1245300000000004	0.15571000000001442	0	1
242.1036	0.2192	stimulation	15	6.0	0.13042999999999733	0.1727400000000111	0	1
248.7703	0.2026	stimulation	16	6.0	0.1075300000000045	0.16045000000001444	0	0
253.2037	0.236	stimulation	17	6.0	0.14263000000000442	0.18984000000001441	0	0
258.5205	0.2026	stimulation	18	6.0	0.10942999999995388	0.15164999999995424	0	0
263.1539	0.1859	stimulation	19	6.0	0.09842999999998663	0.14113999999995425	0	1
268.1706	0.2193	stimulation	20	6.0	0.11553000000001427	0.1631500000000111	0	1
274.6874	0.2026	stimulation	21	6.0	0.11342999999997298	0.15676999999995425	0	0
279.0375	0.1859	stimulation	22	6.0	0.09742999999995343	0.14159999999995426	0	0
285.1542	0.2193	stimulation	23	6.0	0.11843000000002528	0.1671200000000111	0	1
291.2043	0.1859	stimulation	24	6.0	0.1265300000000384	0.1316700000000111	0	1
295.4544	0.2192	stimulation	25	6.0	0.13252999999995335	0.16854999999995426	0	1
300.2878	0.2192	stimulation	26	6.0	0.11452999999998108	0.16597000000001108	0	1
305.3878	0.2526	stimulation	27	6.0	0.185829999999989	0.18450999999995427	1	1
310.9046	0.2192	stimulation	28	6.0	0.12652999999998155	0.1703200000000111	0	0
315.9213	0.2026	stimulation	29	6.0	0.12153000000004292	0.16046000000004285	0	1
321.6048	0.2025	stimulation	30	6.0	0.10042999999999618	0.15544999999997935	0	0
326.3382	0.1859	stimulation	31	6.0	0.09743000000001027	0.1408100000000362	0	0
332.1883	0.2025	stimulation	32	6.0	0.12022999999997135	0.16132999999997935	0	0
338.155	0.2026	stimulation	33	6.0	0.11453000000003792	0.16121000000004285	0	1
343.7384	0.2193	stimulation	34	6.0	0.13343000000001165	0.1763600000000111	0	1
349.4552	0.1859	stimulation	35	6.0	0.08743000000001937	0.1380200000000362	0	0
354.9553	0.2025	stimulation	36	6.0	0.10542999999999163	0.15660999999995426	0	1
359.472	0.1859	stimulation	37	6.0	0.08943000000002892	0.1347400000000111	0	0
363.9721	0.1859	stimulation	38	6.0	0.10243000000000572	0.1456400000000111	0	0
368.2721	0.2193	stimulation	39	6.0	0.11853000000000018	0.16436999999995425	0	0
373.2222	0.2026	stimulation	40	6.0	0.11343000000002983	0.1570500000000111	0	1
378.1056	0.2192	stimulation	41	6.0	0.11453000000003792	0.16844000000001108	0	0
382.7557	0.2026	stimulation	42	6.0	0.10843000000003437	0.1571300000000362	0	0
387.1391	0.1692	stimulation	43	6.0	0.08543000000000982	0.12474000000001109	0	0
390.9891	0.2026	stimulation	44	6.0	0.11853000000000018	0.1617000000000111	0	0
395.5225	0.2359	stimulation	45	6.0	0.15553000000003475	0.1871100000000111	0	1
400.3559	0.1859	stimulation	46	6.0	0.11252999999997153	0.136669999999986	0	1
403.9393	0.2193	stimulation	47	6.0	0.11742999999999208	0.1682800000000111	0	0
409.2227	0.2193	stimulation	48	6.0	0.12353000000005247	0.1634900000000111	0	1
413.1061	0.2359	stimulation	49	6.0	0.14632999999995672	0.18312999999995427	0	0
417.5562	0.2192	stimulation	50	6.0	0.12633000000003175	0.16397000000003623	0	1
422.0563	0.2192	stimulation	51	6.0	0.1444299999999789	0.17456999999997935	0	1
426.2063	0.2526	stimulation	52	6.0	0.1524300000000171	0.19972000000001108	0	1
431.0897	0.2026	stimulation	53	6.0	0.10143000000002937	0.147099999999986	0	0
435.2565	0.2359	stimulation	54	6.0	0.1495300000000061	0.1871800000000111	0	0
440.9232	0.2359	stimulation	55	6.0	0.1297299999999741	0.18303999999996898	0	0
445.3233	0.2192	stimulation	56	6.0	0.11742999999999208	0.16583999999995425	0	0
450.79	0.2359	stimulation	57	6.0	0.14752999999999655	0.18563999999995426	0	1
